Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax
File,AbstractIndexHandler.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,2.0,10.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,58.0,7.0,28.0,14.0,9.0,23.0,17.0,23.0,14.0,10.0,3.0,3.0,3.0,1.0,0.0,0.82,5.0,5.0,5.0,3.0,0.0,0.6666666666666666,1.0,1.0,3.3333333333333335,8.0,1.0,1.6666666666666667,3.0,0.0,0.6666666666666666,2.0
File,AbstractJoinTaskDispatcher.java,26.0,1.0,21.0,4.0,5.0,5.0,5.0,2.0,2.0,22.0,2.0,1.0,0.0,0.0,6.0,6.0,1.0,6.0,0.0,0.0,2.0,4.0,186.0,14.0,129.0,51.0,68.0,43.0,63.0,97.0,49.0,60.0,7.0,7.0,7.0,1.0,20.0,0.33,25.0,25.0,26.0,8.0,1.0,4.2,7.0,1.0,7.8,13.0,0.0,8.6,18.0,0.0,2.8,5.0
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,1.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,3.0,3.0,3.0,80.0,0.35,10.0,10.0,10.0,7.0,1.0,5.5,13.0,1.0,6.75,16.0,1.0,1.75,3.0,0.0,0.5,1.0
File,AbstractMapJoinTableContainer.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,3.0,1.0,51.0,8.0,25.0,14.0,9.0,18.0,14.0,19.0,13.0,7.0,1.0,1.0,1.0,1.0,25.0,0.72,4.0,4.0,4.0,4.0,1.0,3.0,5.0,1.0,2.6666666666666665,5.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,24.0,2.0,2.0,0.0,1.0,14.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,178.0,30.0,99.0,50.0,42.0,49.0,54.0,74.0,44.0,38.0,6.0,6.0,7.0,2.0,80.0,0.49,17.0,17.0,20.0,11.0,1.0,3.6666666666666665,13.0,0.0,2.4166666666666665,10.0,0.0,2.25,18.0,0.0,0.4166666666666667,2.0
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,8.0,30.0,1.0,0.0,0.0,16.0,16.0,7.0,16.0,0.0,0.0,0.0,16.0,115.0,23.0,75.0,42.0,19.0,17.0,29.0,46.0,30.0,16.0,1.0,1.0,1.0,1.0,87.0,0.23,16.0,16.0,16.0,16.0,0.0,3.25,12.0,1.0,1.125,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractOutputFormat.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,1.0,50.0,8.0,17.0,8.0,8.0,25.0,11.0,14.0,8.0,7.0,2.0,2.0,2.0,1.0,0.0,1.47,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.5,6.0,0.0,0.5,2.0,0.0,0.25,1.0
File,AbstractParquetMapInspector.java,10.0,1.0,9.0,0.0,3.0,3.0,3.0,2.0,1.3333333333333333,7.666666666666667,1.0,1.0,0.0,0.0,13.0,13.0,2.0,13.0,0.0,0.0,0.0,13.0,173.0,26.0,134.0,48.0,68.0,13.0,57.0,90.0,37.0,58.0,10.0,10.0,10.0,1.6666666666666667,20.666666666666668,0.1,33.0,33.0,33.0,30.0,0.0,1.8421052631578947,7.0,1.0,3.0,7.0,1.0,2.1052631578947367,13.0,0.0,0.3157894736842105,2.0
File,AbstractPrimitiveJavaObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,2.0,3.0,49.0,6.0,23.0,12.0,5.0,20.0,7.0,13.0,8.0,5.0,1.0,1.0,1.0,2.0,0.0,0.87,5.0,5.0,5.0,5.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveLazyObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,48.0,6.0,22.0,13.0,4.0,20.0,9.0,14.0,10.0,4.0,2.0,2.0,2.0,2.0,0.0,0.91,5.0,5.0,5.0,4.0,0.0,4.0,8.0,1.0,1.5,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveObjectInspector.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,3.0,1.0,0.0,0.0,10.0,10.0,1.0,10.0,0.0,0.0,2.0,8.0,107.0,13.0,46.0,25.0,10.0,48.0,15.0,26.0,16.0,10.0,1.0,1.0,1.0,1.0,20.0,1.04,10.0,10.0,10.0,10.0,1.0,3.0,8.0,1.0,1.75,2.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractPrimitiveWritableObjectInspector.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,46.0,6.0,20.0,11.0,4.0,20.0,6.0,11.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractRecordWriter.java,12.0,0.0,11.0,1.0,2.0,2.0,2.0,1.0,1.6666666666666667,17.666666666666668,0.6666666666666666,3.0,1.0,1.0,21.0,20.0,14.0,21.0,2.0,5.0,7.0,7.0,300.0,31.0,224.0,93.0,112.0,46.0,120.0,157.0,87.0,84.0,8.0,8.0,8.0,1.0,28.666666666666668,0.21,37.0,37.0,38.0,16.0,0.0,3.2222222222222223,8.0,0.0,4.222222222222222,13.0,0.0,1.6111111111111112,6.0,0.0,0.7222222222222222,2.0
File,AbstractRowContainer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,59.0,10.0,14.0,12.0,0.0,35.0,10.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractSMBJoinProc.java,41.0,4.0,27.0,10.0,4.0,4.0,5.0,3.0,2.0,49.0,4.0,1.0,0.0,0.0,12.0,12.0,0.0,12.0,0.0,2.0,7.0,3.0,537.0,61.0,335.0,134.0,201.0,141.0,175.0,227.0,109.0,163.0,12.0,12.0,15.0,2.0,0.0,0.42,49.0,49.0,55.0,34.0,0.0,5.1,8.0,1.0,14.6,31.0,0.0,9.3,28.0,0.0,1.4,3.0
File,AbstractSSHCommand.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,11.0,7.0,11.0,0.0,0.0,0.0,11.0,70.0,4.0,48.0,22.0,15.0,18.0,23.0,35.0,21.0,14.0,1.0,1.0,1.0,1.0,82.0,0.38,11.0,11.0,11.0,11.0,3.0,5.3,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSSHResult.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,7.0,7.0,6.0,7.0,0.0,0.0,0.0,7.0,62.0,2.0,42.0,22.0,12.0,18.0,19.0,27.0,15.0,12.0,1.0,1.0,1.0,1.0,71.0,0.43,7.0,7.0,7.0,7.0,1.0,3.8333333333333335,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSemanticAnalyzerHook.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,37.0,6.0,14.0,10.0,1.0,17.0,5.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.21,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,12.0,21.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,1.0,67.0,2.77,4.0,4.0,4.0,3.0,0.0,1.1111111111111112,5.0,0.0,1.0,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
File,AbstractSerializer.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,65.0,8.0,12.0,11.0,0.0,45.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
File,AbstractService.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,12.0,4.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.0,78.0,1.13,14.0,14.0,16.0,12.0,1.0,5.2727272727272725,10.0,1.0,2.1818181818181817,6.0,1.0,1.1818181818181819,2.0,0.0,0.18181818181818182,1.0
File,AbstractStorageFormatDescriptor.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,4.0,7.0,4.0,1.0,17.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractTestAuthorizationApiAuthorizer.java,9.0,0.0,8.0,1.0,1.0,1.0,1.0,1.0,1.9,6.5,0.2,11.0,1.0,3.0,21.0,20.0,0.0,21.0,0.0,1.0,1.0,19.0,211.0,23.0,153.0,63.0,76.0,36.0,69.0,95.0,54.0,52.0,4.0,4.0,4.0,1.0,8.8,0.24,24.0,24.0,24.0,20.0,0.0,1.7619047619047619,15.0,0.0,2.1904761904761907,13.0,0.0,1.2380952380952381,6.0,0.0,0.14285714285714285,2.0
File,AbstractTestGenericUDFOPNumeric.java,12.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,12.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,56.0,6.0,30.0,22.0,11.0,20.0,19.0,22.0,19.0,8.0,1.0,1.0,1.0,1.0,0.0,0.67,2.0,2.0,2.0,2.0,12.0,12.0,12.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0
File,AbstractTestParquetDirect.java,7.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,20.0,1.5,3.0,7.0,2.0,14.0,7.0,5.0,14.0,0.0,1.0,0.0,13.0,173.0,27.0,128.0,75.0,50.0,19.0,76.0,95.0,65.0,42.0,3.0,3.0,3.0,1.5,66.5,0.15,16.0,16.0,16.0,13.0,0.0,9.461538461538462,23.0,0.0,3.076923076923077,9.0,0.0,1.1538461538461537,3.0,0.0,0.23076923076923078,2.0
